Year	ID_mesh	ID_tipologia	Categoria	Nome	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture	0	3	4	6	11	12	15	24	30	33	41
2019	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0270000000000001	0	0	0.00539999999999996	0.0108	0	2.2554	0.6075	0.3069	0	0	0.5193	0.0828	0	NA	2.2554	NA	0.0054	NA	NA	0.0828	NA	0.5193	0.3069	NA
2020	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999998	0	0	0	0.018	0	2.2275	0.6255	0.3168	0	0	0.5193	0.1008	0	NA	2.2275	NA	0.0054	NA	NA	0.1008	NA	0.5193	0.3168	NA
2021	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00810000000000022	0	0	0.0135	0.0072	0	2.2194	0.6462	0.3042	0	0	0.5328	0.108	0	NA	2.2194	NA	0.0054	NA	NA	0.108	NA	0.5328	0.3042	NA
2022	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0179999999999998	0	0	0	0.0225	0	2.2014	0.6579	0.3105	0	0	0.5229	0.1305	0	NA	2.2014	NA	0.0045	NA	NA	0.1305	NA	0.5229	0.3105	NA
2013	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.291	0.8091	0	0	0	0.0873	0.6885	0	NA	24.291	NA	NA	0.0135	0.0198	0.6885	NA	0.0873	NA	NA
2014	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.034200000000002	0	0	0.0063	0.0306	0	24.2568	0.8433	0	0	0	0.0936	0.7191	0	NA	24.2568	NA	NA	0.0135	0.0171	0.7191	NA	0.0936	NA	NA
2015	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0692999999999984	0	0	0.0018	0.0675	0	24.1875	0.9126	0	0	0	0.0954	0.7866	0	NA	24.1875	NA	NA	0.0135	0.0171	0.7866	NA	0.0954	NA	NA
2016	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.014400000000002	0	0	0	0.0144	0	24.1731	0.927	0	0	0	0.0954	0.801	0	NA	24.1731	NA	NA	0.0117	0.0189	0.801	NA	0.0954	NA	NA
2017	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00719999999999743	0	0	0	0	0.018	24.1659	0.9342	0	0	0	0.0954	0.792	0.018	NA	24.1659	NA	NA	0.0126	0.0162	0.792	NA	0.0954	NA	0.018
2018	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0099000000000018	0	0	0	0.0225000000000001	0	24.156	0.9441	0	0	0	0.0954	0.8145	0.018	NA	24.156	NA	NA	NA	0.0162	0.8145	NA	0.0954	NA	0.018
2019	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0396000000000001	0	0	0.000899999999999998	0.0567	0	24.1164	0.9837	0	0	0	0.0963	0.8712	0	NA	24.1164	NA	NA	NA	0.0162	0.8712	NA	0.0963	NA	NA
2020	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0368999999999993	0	0	0.000899999999999998	0.0207000000000001	0	24.0795	1.0206	0	0	0	0.0972	0.8919	0	NA	24.0795	NA	NA	NA	0.0315	0.8919	NA	0.0972	NA	NA
2021	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999989	0	0	0.000899999999999998	0.0162	0.0045	24.0516	1.044	0.0045	0	0	0.0981	0.9081	0.0045	NA	24.0516	NA	NA	NA	0.0333	0.9081	NA	0.0981	0.0045	0.0045
2022	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.3339	0	0	0	0.2655	0.0738	23.7177	1.3815	0.0009	0	0	0.0981	1.1736	0.0783	NA	23.7177	NA	NA	NA	0.0315	1.1736	NA	0.0981	0.0009	0.0783
2013	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.6979	1.4022	0	0	0	0	1.35	0.018	NA	23.6979	NA	NA	0.0036	0.0306	1.35	NA	NA	NA	0.018
2014	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.115200000000002	0	0	0	0.1251	0	23.5827	1.5174	0	0	0	0	1.4751	0	NA	23.5827	NA	NA	0.0036	0.0387	1.4751	NA	NA	NA	NA
2015	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.177299999999999	0	0	0	0.1719	0	23.4054	1.6947	0	0	0	0	1.647	0	NA	23.4054	NA	NA	0.0036	0.0441	1.647	NA	NA	NA	NA
2016	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.206099999999999	0	0	0	0.207	0	23.1993	1.9008	0	0	0	0	1.854	0	NA	23.1993	NA	NA	0.0036	0.0432	1.854	NA	NA	NA	NA
2017	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0953999999999979	0	0	0	0.0081	23.2947	1.8054	0	0	0	0	1.7559	0.0081	NA	23.2947	NA	NA	0.0045	0.0369	1.7559	NA	NA	NA	0.0081
2018	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0801000000000016	0	0	0	0.0009	23.3748	1.7253	0	0	0	0	1.6911	0.009	NA	23.3748	NA	NA	0.0045	0.0207	1.6911	NA	NA	NA	0.009
2019	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0981000000000023	0	0	0	0.1026	0	23.2767	1.8234	0	0	0	0	1.7937	0.0036	NA	23.2767	NA	NA	0.0045	0.0216	1.7937	NA	NA	NA	0.0036
2020	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0548999999999999	0	0	0	0.0567000000000002	0	23.2218	1.8783	0	0	0	0	1.8504	0	NA	23.2218	NA	NA	0.0036	0.0243	1.8504	NA	NA	NA	NA
2021	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.198899999999998	0	0	0	0.1827	0.0135	23.0229	2.0772	0	0	0	0	2.0331	0.0135	NA	23.0229	NA	NA	0.0027	0.0279	2.0331	NA	NA	NA	0.0135
2022	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.320399999999999	0	0	0	0.2322	0.1188	22.7025	2.3976	0	0	0	0	2.2653	0.1323	NA	22.7025	NA	NA	NA	NA	2.2653	NA	NA	NA	0.1323
2013	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.4476	0.6525	0	0	0	0	0.621	0	NA	24.4476	NA	NA	0.0081	0.0234	0.621	NA	NA	NA	NA
2014	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0387000000000022	0	0	0	0	24.4863	0.6075	0.0063	0	0	0	0.5688	0	NA	24.4863	NA	NA	0.0081	0.0306	0.5688	NA	NA	0.0063	NA
2015	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0503999999999998	0	0	0	0.0585	0	24.4359	0.6642	0	0	0	0	0.6273	0	NA	24.4359	NA	NA	0.0099	0.027	0.6273	NA	NA	NA	NA
2016	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0386999999999986	0	0	0	0	24.4746	0.6246	0.0009	0	0	0	0.5886	0	NA	24.4746	NA	NA	0.0099	0.0261	0.5886	NA	NA	0.0009	NA
2017	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.101700000000001	0	0	0	0	24.5763	0.5238	0	0	0	0	0.486	0	NA	24.5763	NA	NA	0.0162	0.0216	0.486	NA	NA	NA	NA
2018	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999989	0	0	0	0.0396	0	24.5484	0.5517	0	0	0	0	0.5256	0	NA	24.5484	NA	NA	0.0108	0.0153	0.5256	NA	NA	NA	NA
2019	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0558000000000014	0	0	0	0.0513	0	24.4926	0.6075	0	0	0	0	0.5769	0	NA	24.4926	NA	NA	0.0144	0.0162	0.5769	NA	NA	NA	NA
2020	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00629999999999953	0	0	0	0.00539999999999996	0	24.4863	0.6138	0	0	0	0	0.5823	0	NA	24.4863	NA	NA	0.0153	0.0162	0.5823	NA	NA	NA	NA
2021	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0170999999999992	0	0	0	0.0072000000000001	0	24.4692	0.6309	0	0	0	0	0.5895	0	NA	24.4692	NA	NA	0.0216	0.0198	0.5895	NA	NA	NA	NA
2022	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0387000000000022	0	0	0	0.0791999999999999	0	24.4305	0.6687	0.0009	0	0	0	0.6687	0	NA	24.4305	NA	NA	NA	NA	0.6687	NA	NA	0.0009	NA
2013	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0269999999999975	0	0	0	0.027	0	25.0731	0.027	0	0	0	0	0.027	0	NA	25.0731	NA	NA	NA	NA	0.027	NA	NA	NA	NA
2020	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0207000000000015	0	0	0	0.0207	0	25.0524	0.0477	0	0	0	0	0.0477	0	NA	25.0524	NA	NA	NA	NA	0.0477	NA	NA	NA	NA
2021	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00359999999999872	0	0	0	0.0036	0	25.0488	0.0513	0	0	0	0	0.0513	0	NA	25.0488	NA	NA	NA	NA	0.0513	NA	NA	NA	NA
2022	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0162000000000013	0	0	0	0.0162	0	25.0326	0.0675	0	0	0	0	0.0675	0	NA	25.0326	NA	NA	NA	NA	0.0675	NA	NA	NA	NA
2013	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.9849	0.1152	0	0	0	0	0.1107	0	NA	24.9849	NA	0.0045	NA	NA	0.1107	NA	NA	NA	NA
2014	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.106200000000001	0	0	0	0.1062	0	24.8787	0.2214	0	0	0	0	0.2169	0	NA	24.8787	NA	0.0045	NA	NA	0.2169	NA	NA	NA	NA
2015	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	1.0098	0	0	0	1.0098	0	23.8689	1.2312	0	0	0	0	1.2267	0	NA	23.8689	NA	0.0045	NA	NA	1.2267	NA	NA	NA	NA
2016	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.326699999999999	0	0	0	0.3267	0	23.5422	1.5579	0	0	0	0	1.5534	0	NA	23.5422	NA	0.0045	NA	NA	1.5534	NA	NA	NA	NA
2017	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0999000000000017	0	0	0	0.0999000000000001	0	23.4423	1.6578	0	0	0	0	1.6533	0	NA	23.4423	NA	0.0045	NA	NA	1.6533	NA	NA	NA	NA
2018	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0558000000000014	0	0	0	0.0558000000000001	0	23.3865	1.7136	0	0	0	0	1.7091	0	NA	23.3865	NA	0.0045	NA	NA	1.7091	NA	NA	NA	NA
2019	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.387899999999998	0	0	0	0.3879	0	22.9986	2.1015	0	0	0	0	2.097	0	NA	22.9986	NA	0.0045	NA	NA	2.097	NA	NA	NA	NA
2020	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.300599999999999	0	0	0	0.3006	0	22.698	2.4021	0	0	0	0	2.3976	0	NA	22.698	NA	0.0045	NA	NA	2.3976	NA	NA	NA	NA
2021	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.187200000000001	0	0	0	0.1557	0.0315	22.5108	2.5893	0	0	0	0	2.5533	0.0315	NA	22.5108	NA	0.0045	NA	NA	2.5533	NA	NA	NA	0.0315
2022	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.427500000000002	0	0	0	0.4113	0.0162	22.0833	3.0168	0	0	0	0	2.9646	0.0477	NA	22.0833	NA	0.0045	NA	NA	2.9646	NA	NA	NA	0.0477
2013	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	20.1195	2.6874	0.2007	0	0	0	0	0	NA	20.1195	NA	0.3042	0.6849	1.6983	NA	NA	NA	0.2007	NA
2014	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000899999999997902	0	0	0	0.0378	0	20.1186	2.673	0.216	0	0	0	0.0378	0	NA	20.1186	NA	0.306	0.4194	1.9098	0.0378	NA	NA	0.216	NA
2015	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0927000000000007	0	0	0	0.1323	0	20.0259	2.862	0.1197	0	0	0	0.1701	0	NA	20.0259	NA	0.306	0.2871	2.0988	0.1701	NA	NA	0.1197	NA
2016	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.113400000000002	0	0	0	0.0828	0	19.9125	3.0951	0	0	0	0	0.2529	0	NA	19.9125	NA	0.3051	0.5256	2.0115	0.2529	NA	NA	NA	NA
2017	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0440999999999967	0	0	0	0.00179999999999997	0	19.8684	3.0132	0.126	0	0	0	0.2547	0	NA	19.8684	NA	0.3069	0.5112	1.9404	0.2547	NA	NA	0.126	NA
2018	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0153000000000034	0	0	0	0.00990000000000002	0	19.8531	3.0933	0.0612	0	0	0	0.2646	0	NA	19.8531	NA	0.306	0.5697	1.953	0.2646	NA	NA	0.0612	NA
2019	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.287099999999999	0	0	0	0.2835	0	19.566	3.303	0.1386	0	0	0	0.5481	0	NA	19.566	NA	0.3042	0.6264	1.8243	0.5481	NA	NA	0.1386	NA
2020	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0198	0	0	0	0.0477	0	19.5462	3.3714	0.09	0	0	0	0.5958	0	NA	19.5462	NA	0.3051	0.4257	2.0448	0.5958	NA	NA	0.09	NA
2021	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0621000000000009	0	0	0	0.0368999999999999	0.0045	19.4841	3.4515	0.072	0	0	0	0.6327	0.0045	NA	19.4841	NA	0.306	0.5895	1.9188	0.6327	NA	NA	0.072	0.0045
2022	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.115199999999998	0	0	0	0.0765	0.0639	19.3689	3.1554	0.4833	0	0	0	0.7092	0.0684	NA	19.3689	NA	0.3141	0.1512	1.9125	0.7092	NA	NA	0.4833	0.0684
2013	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.7591	0.6471	0.0783	0	0	0	0	0	NA	23.7591	NA	0.0999	0.2898	0.2574	NA	NA	NA	0.0783	NA
2014	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0314999999999976	0	0	0	0	23.7906	0.6084	0.0855	0	0	0	0	0	NA	23.7906	NA	0.1026	0.1683	0.3375	NA	NA	NA	0.0855	NA
2015	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0405000000000015	0	0	0.0081	0	23.8311	0.6201	0.0333	0	0	0	0.0081	0	NA	23.8311	NA	0.1008	0.0621	0.4491	0.0081	NA	NA	0.0333	NA
2016	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000900000000001455	0	0	0	0	0	23.8302	0.6543	0	0	0	0	0.0081	0	NA	23.8302	NA	0.1008	0.0972	0.4482	0.0081	NA	NA	NA	NA
2017	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0269999999999975	0	0	0	0	0	23.8032	0.6471	0.0342	0	0	0	0	0	NA	23.8032	NA	0.0981	0.1449	0.4041	NA	NA	NA	0.0342	NA
2018	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00360000000000227	0	0	0	0	0	23.7996	0.6705	0.0144	0	0	0	0	0	NA	23.7996	NA	0.0963	0.1611	0.4131	NA	NA	NA	0.0144	NA
2019	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00270000000000081	0	0	0	0	23.8023	0.6372	0.045	0	0	0	0	0	NA	23.8023	NA	0.099	0.1341	0.4041	NA	NA	NA	0.045	NA
2020	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00270000000000081	0	0	0	0	23.805	0.6561	0.0234	0	0	0	0	0	NA	23.805	NA	0.0981	0.1224	0.4356	NA	NA	NA	0.0234	NA
2021	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00359999999999872	0	0	0	0	23.8086	0.657	0.0189	0	0	0	0	0	NA	23.8086	NA	0.099	0.1701	0.3879	NA	NA	NA	0.0189	NA
2022	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0269999999999975	0	0	0	0	0	23.7816	0.5004	0.2025	0	0	0	0	0	NA	23.7816	NA	0.1044	0.0405	0.3555	NA	NA	NA	0.2025	NA
2013	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.1074	0.1467	0.1539	0	0	0	0	0	NA	24.1074	NA	0.027	0.1116	0.0081	NA	NA	NA	0.1539	NA
2014	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0	24.1092	0.1476	0.1512	0	0	0	0	0	NA	24.1092	NA	0.0279	0.1035	0.0162	NA	NA	NA	0.1512	NA
2015	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0243000000000002	0	0	0	0	24.1335	0.1827	0.0918	0	0	0	0	0	NA	24.1335	NA	0.0297	0.1026	0.0504	NA	NA	NA	0.0918	NA
2016	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0215999999999994	0	0	0	0	0	24.1119	0.2889	0.0072	0	0	0	0	0	NA	24.1119	NA	0.0297	0.216	0.0432	NA	NA	NA	0.0072	NA
2017	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00450000000000017	0	0	0	0	0	24.1074	0.1701	0.1305	0	0	0	0	0	NA	24.1074	NA	0.0306	0.0981	0.0414	NA	NA	NA	0.1305	NA
2018	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00629999999999953	0	0	0	0	24.1137	0.1971	0.0972	0	0	0	0	0	NA	24.1137	NA	0.0315	0.1224	0.0432	NA	NA	NA	0.0972	NA
2019	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00539999999999807	0	0	0	0	0	24.1083	0.1719	0.1278	0	0	0	0	0	NA	24.1083	NA	0.0297	0.1107	0.0315	NA	NA	NA	0.1278	NA
2020	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00450000000000017	0	0	0	0	24.1128	0.1872	0.108	0	0	0	0	0	NA	24.1128	NA	0.0306	0.1098	0.0468	NA	NA	NA	0.108	NA
2021	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0	24.1146	0.1566	0.1368	0	0	0	0	0	NA	24.1146	NA	0.0306	0.0891	0.0369	NA	NA	NA	0.1368	NA
2022	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0621000000000009	0	0	0	0	0	24.0525	0.0594	0.2961	0	0	0	0	0	NA	24.0525	NA	0.0315	NA	0.0279	NA	NA	NA	0.2961	NA
2013	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	13.5963	0.2475	0.7506	0	0	0	0	0	NA	13.5963	NA	0.0522	0.1665	0.0288	NA	NA	NA	0.7506	NA
2014	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00900000000000034	0	0	0	0	0	13.5873	0.2448	0.7623	0	0	0	0	0	NA	13.5873	NA	0.0513	0.1611	0.0324	NA	NA	NA	0.7623	NA
2015	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0963000000000012	0	0	0	0	13.6836	0.2979	0.6129	0	0	0	0	0	NA	13.6836	NA	0.0513	0.1161	0.1305	NA	NA	NA	0.6129	NA
2016	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00899999999999856	0	0	0	0	13.6926	0.468	0.4338	0	0	0	0	0	NA	13.6926	NA	0.0522	0.2853	0.1305	NA	NA	NA	0.4338	NA
2017	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0251999999999999	0	0	0	0	0	13.6674	0.2475	0.6795	0	0	0	0	0	NA	13.6674	NA	0.0495	0.0693	0.1287	NA	NA	NA	0.6795	NA
2018	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0206999999999997	0	0	0	0	0	13.6467	0.2952	0.6525	0	0	0	0	0	NA	13.6467	NA	0.0495	0.1152	0.1305	NA	NA	NA	0.6525	NA
2019	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0332999999999988	0	0	0	0	0	13.6134	0.2556	0.7254	0	0	0	0	0	NA	13.6134	NA	0.0486	0.0909	0.1161	NA	NA	NA	0.7254	NA
2020	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0152999999999999	0	0	0	0	13.6287	0.2844	0.6813	0	0	0	0	0	NA	13.6287	NA	0.0495	0.1044	0.1305	NA	NA	NA	0.6813	NA
2021	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000900000000001455	0	0	0	0	0	13.6278	0.2493	0.7173	0	0	0	0	0	NA	13.6278	NA	0.0504	0.0819	0.117	NA	NA	NA	0.7173	NA
2022	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.231299999999999	0	0	0	0	0	13.3965	0.0909	1.107	0	0	0	0	0	NA	13.3965	NA	0.045	0.0045	0.0414	NA	NA	NA	1.107	NA
2013	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	6.4026	0.1899	0.9891	0	0	0	0	0	NA	6.4026	NA	0.0108	0.1791	NA	NA	NA	NA	0.9891	NA
2014	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00269999999999992	0	0	0	0	6.4053	0.171	1.0053	0	0	0	0	0	NA	6.4053	NA	0.0108	0.1602	NA	NA	NA	NA	1.0053	NA
2015	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1287	0	0	0	0	6.534	0.2565	0.7911	0	0	0	0	0	NA	6.534	NA	0.0108	0.2097	0.036	NA	NA	NA	0.7911	NA
2016	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0117000000000003	0	0	0	0	6.5457	0.4527	0.5832	0	0	0	0	0	NA	6.5457	NA	0.0108	0.4032	0.0387	NA	NA	NA	0.5832	NA
2017	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0773999999999999	0	0	0	0	0	6.4683	0.1935	0.9198	0	0	0	0	0	NA	6.4683	NA	0.0108	0.1782	0.0045	NA	NA	NA	0.9198	NA
2018	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00900000000000034	0	0	0	0	0	6.4593	0.2313	0.891	0	0	0	0	0	NA	6.4593	NA	0.0108	0.1989	0.0216	NA	NA	NA	0.891	NA
2019	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0530999999999997	0	0	0	0	0	6.4062	0.1971	0.9783	0	0	0	0	0	NA	6.4062	NA	0.0117	0.1845	0.0009	NA	NA	NA	0.9783	NA
2020	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0206999999999997	0	0	0	0	6.4269	0.234	0.9207	0	0	0	0	0	NA	6.4269	NA	0.0117	0.189	0.0333	NA	NA	NA	0.9207	NA
2021	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00630000000000042	0	0	0	0	0	6.4206	0.2151	0.9459	0	0	0	0	0	NA	6.4206	NA	0.0108	0.1917	0.0126	NA	NA	NA	0.9459	NA
2022	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.135899999999999	0	0	0	0	0	6.2847	0.0153	1.2816	0	0	0	0	0	NA	6.2847	NA	0.009	NA	0.0063	NA	NA	NA	1.2816	NA
2013	142	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	0.1611	0.0045	0.0711	0	0	0	0	0	NA	0.1611	NA	NA	0.0045	NA	NA	NA	NA	0.0711	NA
2014	142	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.000900000000000012	0	0	0	0	0.162	0.0045	0.0702	0	0	0	0	0	NA	0.162	NA	NA	0.0045	NA	NA	NA	NA	0.0702	NA
